system_ID,Temperature,sigmaV,fecundity,deltaL,rhoL,muV,etaV,betaV,deltaV,KL,lf,V0
Aedes aegypti+DENV,12.204,0,0,0,0.00299326210634394,0.08501057428171205,0.00823145946196721,0,NA,300,11.763242496000002,0
Aedes aegypti+DENV,12.2545,0,0,0,0.00325388917920989,0.08385756411552034,0.00847833089530643,0,NA,300,11.924982684000001,0
Aedes aegypti+DENV,12.3045,0,0,0,0.00351348143237906,0.0827513302358259,0.00872415305702798,0,NA,300,12.084397884000003,0
Aedes aegypti+DENV,12.3545,0,0,0,0.00377460525817398,0.0816787059560022,0.00897135884447448,0,NA,300,12.243093083999998,0
Aedes aegypti+DENV,12.4045,0,0,0,0.00403725428061462,0.0806382141520994,0.00921994383107282,0,NA,300,12.401068284000003,0
Aedes aegypti+DENV,12.4545,0,0,0,0.00430142211046222,0.07962846324782567,0.00946990358291144,0,NA,300,12.558323483999999,0
Aedes aegypti+DENV,12.505,0,0,0,0.00456976676344827,0.07863848225716101,0.0097237538645595,0,NA,300,12.716420399999995,0
Aedes aegypti+DENV,12.555,0,0,0,0.00483696801447456,0.07768662650516674,0.00997646345190721,0,NA,300,12.8722284,0
Aedes aegypti+DENV,12.605,0,0,0,0.00510566876062148,0.07676178034641117,0.01023053441384079,0,NA,300,13.027316400000002,0
Aedes aegypti+DENV,12.655,0,0,0,0.0053758625588219,0.07586283889485321,0.01048596228672891,0,NA,300,13.181684400000004,0
Aedes aegypti+DENV,12.705,0,0,0,0.00564754295241791,0.07498875693567263,0.01074274259945496,0,NA,300,13.335332400000002,0
Aedes aegypti+DENV,12.7555,0,0,0,0.00592344252898427,0.07413016016253134,0.01100345894815808,0,NA,300,13.489786044,0
Aedes aegypti+DENV,12.8055,0,0,0,0.00619809139231475,0.07330310543730062,0.01126294410918952,0,NA,300,13.641986844000002,0
Aedes aegypti+DENV,12.8555,0,0,0,0.00647420733379423,0.07249808574676933,0.01152376820652272,0,NA,300,13.793467643999996,0
Aedes aegypti+DENV,12.9055,0,0,0,0.00675178384158027,0.07171425826936201,0.01178592673872397,0,NA,300,13.944228444000002,0
Aedes aegypti+DENV,12.9555,0,0,0,0.00703081438989521,0.07095082282649771,0.01204941519672312,0,NA,300,14.094269244000001,0
Aedes aegypti+DENV,13.006,0,0,0,0.00731410450716214,0.07019967785064571,0.01231688388046728,0,NA,300,14.245079616000002,0
Aedes aegypti+DENV,13.056,0,0,0,0.00759603787943328,0.06947496896680967,0.01258303181812416,0,NA,300,14.393673216000007,0
Aedes aegypti+DENV,13.106,0,0,0,0.00787940556483197,0.06876847509095144,0.01285049606288125,0,NA,300,14.541546815999997,0
Aedes aegypti+DENV,13.156,0,0,0,0.00816420098098918,0.06807954221128557,0.01311927207473611,0,NA,300,14.688700416000003,0
Aedes aegypti+DENV,13.206,0,0,0,0.00845041753124322,0.06740754744254276,0.01338935530589415,0,NA,300,14.835134016,0
Aedes aegypti+DENV,13.2565,0,0,0,0.00874093203623655,0.0667454212979389,0.01366346162270319,0,NA,300,14.982301115999999,0
Aedes aegypti+DENV,13.3065,0,0,0,0.00902998505263215,0.06610570460449759,0.01393615857568703,0,NA,300,15.127287515999997,0
Aedes aegypti+DENV,13.3565,0,0,0,0.00932043926017865,0.06548122119729416,0.01421014901176685,0,NA,300,15.271553916000002,0
Aedes aegypti+DENV,13.4065,0,0,0,0.00961228800416288,0.0648714558777186,0.01448542835158206,0,NA,300,15.415100315999998,0
Aedes aegypti+DENV,13.4565,0,0,0,0.00990552461520816,0.06427591659572385,0.01476199200781959,0,NA,300,15.557926716000003,0
Aedes aegypti+DENV,13.507,0,0,0,0.01020309553945884,0.06368838326100579,0.0150426202659779,0,NA,300,15.701450544000004,0
Aedes aegypti+DENV,13.557,0,0,0,0.01049910152842276,0.06312003702360812,0.01532175148905163,0,NA,300,15.842829744000001,0
Aedes aegypti+DENV,13.607,0,0,0.00103537748999995,0.01079647522036228,0.06256456293764244,0.01560215317241193,0,NA,300,15.983488943999998,0
Aedes aegypti+DENV,13.657,0,0,0.00841385949000005,0.01109520988633328,0.06202154970201726,0.01588382069652675,0,NA,300,16.123428144000002,0
Aedes aegypti+DENV,13.707,0,0,0.01576239149000016,0.01139529878234279,0.06149060351904779,0.01616674943374622,0,NA,300,16.26264734400001,0
Aedes aegypti+DENV,13.7575,0,0,0.02315400806250009,0.01169975629475966,0.06096621240924698,0.01645378293142363,0,NA,300,16.402527900000003,0
Aedes aegypti+DENV,13.8075,1.0705726913891045e-4,0,0.03044234056250019,0.01200254673098215,0.0604583959206205,0.01673923267511669,0,NA,300,16.540299900000004,0
Aedes aegypti+DENV,13.8575,8.229579779541384e-4,0,0.03770072306250003,0.01230667100620823,0.05996155780582887,0.01702592965335735,0,NA,300,16.6773519,0
Aedes aegypti+DENV,13.9075,0.00154264767295429,0,0.04492915556250013,0.01261212231530298,0.05947536577632459,0.01731386920560387,0,NA,300,16.813683900000004,0
Aedes aegypti+DENV,13.9575,0.00226610954729085,0,0.05212763806249998,0.01291889383768243,0.0589995009763208,0.01760304666302627,0,NA,300,16.9492959,0
Aedes aegypti+DENV,14.008,0.00300061783752304,0,0.05936770463999991,0.01323006619561236,0.05852904847806944,0.01789636766728139,0,NA,300,17.085533184,0
Aedes aegypti+DENV,14.058,0.00373161080473966,0,0.06650598764000001,0.01353947065120407,0.05807302781553825,0.0181880191569746,0,NA,300,17.219697984000003,0
Aedes aegypti+DENV,14.108,0.0044663251442632,0,0.07361432064000012,0.01385017469606006,0.05762644913646553,0.01848089444829585,0,NA,300,17.353142784000003,0
Aedes aegypti+DENV,14.158,0.0052047439035024,0,0.08069270364000022,0.01416217144681824,0.05718904110397269,0.01877498883882956,0,NA,300,17.485867584000008,0
Aedes aegypti+DENV,14.208,0.00594685009305672,0,0.08774113664000006,0.01447545400425151,0.05676054282855224,0.01907029761769627,0,NA,300,17.617872384000005,0
Aedes aegypti+DENV,14.2585,0.00670010293029936,0,0.0948296532225,0.01479316750263594,0.05633654787940367,0.01936978734283367,0,NA,300,17.750466396000004,0
Aedes aegypti+DENV,14.3085,0.00744956931120907,0,0.10181788672250008,0.01510901359639841,0.05592520877012977,0.01966752275719932,0,NA,300,17.881023996,0
Aedes aegypti+DENV,14.3585,0.00820267176028895,0,0.10877617022249994,0.01542612463355657,0.05552205232769588,0.01996645832871002,0,NA,300,18.010861595999998,0
Aedes aegypti+DENV,14.4085,0.00895939313862885,0,0.11570450372250005,0.01574449365040436,0.05512685484338964,0.0202665893121853,0,NA,300,18.139979196000002,0
Aedes aegypti+DENV,14.4585,0.00971971626955217,0,0.12260288722250016,0.01606411366693817,0.05473940083275255,0.02056791095379964,0,NA,300,18.268376796000005,0
Aedes aegypti+DENV,14.509,0.01049128105868304,0,0.12953985381000008,0.01638819258546924,0.05435572085365083,0.02087344953905495,0,NA,300,18.397327536000002,0
Aedes aegypti+DENV,14.559,0.01125879159829468,0,0.13637803781000016,0.01671030593016497,0.05398321076022101,0.02117714998782614,0,NA,300,18.524277936000004,0
Aedes aegypti+DENV,14.609,0.01202985195879432,0,0.14318627181000002,0.01703364916548521,0.05361784150782409,0.021482026733176,0,NA,300,18.650508336,0
Aedes aegypti+DENV,14.659,0.01280444481008437,0,0.14996455580999987,0.01735821524517841,0.05325942704150911,0.0217880749862401,0,NA,300,18.776018736,0
Aedes aegypti+DENV,14.709,0.01358255278330683,0,0.15671288980999998,0.01768399710624557,0.05290778785207241,0.02209528994932208,0,NA,300,18.900809136,0
Aedes aegypti+DENV,14.7595,0.01437199213197083,0,0.1634983064024999,0.01801426365441936,0.05255933309006225,0.02240675643584767,0,NA,300,19.026116604000002,0
Aedes aegypti+DENV,14.8095,0.01515711280085669,0,0.1701864409025,0.01834246780193851,0.0522207942278934,0.02271630193688961,0,NA,300,19.149459804000003,0
Aedes aegypti+DENV,14.8595,0.01594569607543751,0,0.1768446254025001,0.01867186636920232,0.05188852703635854,0.02302699965319787,0,NA,300,19.272083004000002,0
Aedes aegypti+DENV,14.9095,0.0167377244293712,0,0.1834728599025002,0.01900245222512325,0.05156237554679451,0.02333884475127579,0,NA,300,19.393986204000004,0
Aedes aegypti+DENV,14.9595,0.01753318029652244,0,0.1900711444025001,0.01933421822139803,0.05124218905294418,0.02365183238860187,0,NA,300,19.515169404,0
Aedes aegypti+DENV,15.01,0.01834005188885217,0,0.196705011,0.01967049248135546,0.05092470712793532,0.02396910469572474,0,NA,300,19.636833600000003,0
Aedes aegypti+DENV,15.06,0.01914234375715993,0,0.20324309600000004,0.02000460886566977,0.05061607456387571,0.02428437415137956,0,NA,300,19.7565696,0
Aedes aegypti+DENV,15.11,0.01994801002232952,0,0.20975123099999993,0.02033988376907873,0.05031298297948011,0.02460077151543117,0,NA,300,19.8755856,0
Aedes aegypti+DENV,15.16,0.02075703295651927,0,0.21622941600000004,0.0206763099732746,0.05001530068078426,0.02491829190877205,0,NA,300,19.9938816,0
Aedes aegypti+DENV,15.21,0.02156939479102066,0,0.22267765100000017,0.02101388024224634,0.04972290024368994,0.02523693044307078,0,NA,300,20.111457600000005,0
Aedes aegypti+DENV,15.2605,0.02239325125643192,0,0.22915996760250004,0.02135598010928584,0.04943281156820788,0.02555988534379246,0,NA,300,20.229478524,0
Aedes aegypti+DENV,15.3105,0.02321227036297154,0,0.23554800310250015,0.02169582798707331,0.04915065862007393,0.02588075651646754,0,NA,300,20.345607324000003,0
Aedes aegypti+DENV,15.3605,0.02403457463715808,0,0.2419060886025,0.02203679804139434,0.04887342808097578,0.02620273106014678,0,NA,300,20.461016124000004,0
Aedes aegypti+DENV,15.4105,0.02486014614418676,0,0.24823422410249987,0.02237888296423796,0.04860100801861596,0.02652580404910154,0,NA,300,20.575704924000004,0
Aedes aegypti+DENV,15.4605,0.02568896690726966,0,0.25453240960249995,0.02272207542938207,0.04833328999480552,0.02684997054817372,0,NA,300,20.689673724000006,0
Aedes aegypti+DENV,15.511,0.02652935568408082,0,0.2608631762099999,0.02306981655002019,0.0480675605883968,0.02717848364388086,0,NA,300,20.804051376000004,0
Aedes aegypti+DENV,15.561,0.02736465290023501,0,0.26710116220999996,0.02341521293883652,0.04780897908789434,0.02750483313084905,0,NA,300,20.916572976,0
Aedes aegypti+DENV,15.611,0.02820314500663293,0,0.2733091982100001,0.02376169470706806,0.04755479299580838,0.02783226121577864,0,NA,300,21.028374576000004,0
Aedes aegypti+DENV,15.661,0.02904481385582421,0,0.2794872842100002,0.02410925445441359,0.04730490660092371,0.02816076292527654,0,NA,300,21.139456176000003,0
Aedes aegypti+DENV,15.711,0.02988964125721393,0,0.28563542021000005,0.02445788476183139,0.04705922707391031,0.02849033327630791,0,NA,300,21.249817776000004,0
Aedes aegypti+DENV,15.7615,0.03074610445082278,0,0.2918146368225,0.0248110804692797,0.04681526922603957,0.02882427897066033,0,NA,300,21.360552156,0
Aedes aegypti+DENV,15.8115,0.03159722533901368,0,0.29790257332250003,0.02516184008314445,0.04657777580973633,0.02915598217803914,0,NA,300,21.469466556,0
Aedes aegypti+DENV,15.8615,0.03245144976293025,0,0.3039605598224999,0.02551364781157002,0.04634422619018558,0.02948873896939123,0,NA,300,21.577660956,0
Aedes aegypti+DENV,15.9115,0.03330875935656371,0,0.30998859632250003,0.02586649615926814,0.04611453807334953,0.02982254432258149,0,NA,300,21.685135356,0
Aedes aegypti+DENV,15.9615,0.03416913570955178,0,0.3159866828225001,0.02622037761165812,0.04588863155957679,0.03015739320561368,0,NA,300,21.791889756000007,0
Aedes aegypti+DENV,16.012,0.03504120994488607,0,0.32201434944,0.02657883885857604,0.04566422548201373,0.03049664467757506,0,NA,300,21.898980864000002,0
Aedes aegypti+DENV,16.062,0.0359076946113142,0,0.3279522364400001,0.02693477404083268,0.04544568754469473,0.03083357579344975,0,NA,300,22.004288064000004,0
Aedes aegypti+DENV,16.112000000000002,0.03677719035172979,0,0.3338601734400002,0.02729171959131912,0.04523070432390132,0.03117153523289403,0,NA,300,22.108875264000005,0
Aedes aegypti+DENV,16.162,0.03764967857540986,0,0.3397381604399999,0.02764966791694743,0.04501920470291732,0.03151051792391719,0,NA,300,22.212742463999998,0
Aedes aegypti+DENV,16.212,0.03852514064601928,0,0.34558619743999996,0.02800861140476153,0.04481111956800899,0.0318505187844408,0,NA,300,22.315889664,0
Aedes aegypti+DENV,16.2625,0.03941235691395967,0,0.3514623140624999,0.0283721466931352,0.04460435104293336,0.03219494796041546,0,NA,300,22.4193375,0
Aedes aegypti+DENV,16.3125,0.04029373985531246,0,0.3572501515625,0.02873306734643473,0.04440292770703836,0.03253697992706962,0,NA,300,22.521037500000002,0
Aedes aegypti+DENV,16.3625,0.04117804027034737,0,0.36300803906250007,0.02909496012582285,0.04420472223575991,0.03288001470482107,0,NA,300,22.622017500000002,0
Aedes aegypti+DENV,16.4125,0.04206523933721602,0,0.3687359765625002,0.02945781733747715,0.0440096728860036,0.03322404717067262,0,NA,300,22.722277500000008,0
Aedes aegypti+DENV,16.4625,0.04295531818714621,0,0.3744339640624998,0.02982163126710594,0.04381771960099147,0.03356907219130496,0,NA,300,22.821817499999998,0
Aedes aegypti+DENV,16.512999999999998,0.04385720168460003,11.779091179529232,0.3801585306899998,0.03019004657509335,0.04362692994448109,0.03391854971634209,0,NA,300,22.921622063999997,161.48375599167682
Aedes aegypti+DENV,16.563,0.04475301162840815,11.880936091111389,0.3857963186899998,0.03055576008834118,0.04344102461337941,0.03426555420155704,0,NA,300,23.019714864,166.32824510012355
Aedes aegypti+DENV,16.613,0.04565164427437061,11.978932734269486,0.3914041566899999,0.03092240697476633,0.04325804420239706,0.03461353572748467,0,NA,300,23.117087664000003,171.11023348888116
Aedes aegypti+DENV,16.663,0.04655308056283279,12.073281177292433,0.39698204469,0.03128997943674782,0.04307793487873294,0.03496248911893134,0,NA,300,23.213740464000004,175.83632638116498
Aedes aegypti+DENV,16.713,0.04745730138584932,12.164167738009304,0.40252998269000007,0.03165846965556772,0.04290064423787625,0.03531240919013903,0,NA,300,23.309673264000008,180.51242368976884
Aedes aegypti+DENV,16.7635,0.04837337134913348,12.252626080600075,0.4081029993225,0.0320315683611392,0.0427243898356811,0.03566680439816389,0,NA,300,23.405834556000002,185.1899117091184
Aedes aegypti+DENV,16.8135,0.04928313108743147,12.33706803559348,0.41359073782250005,0.03240187953323387,0.04255261176706498,0.03601865176554626,0,NA,300,23.500320156000004,189.78094232823173
Aedes aegypti+DENV,16.863500000000002,0.05019561755109885,12.418537060033358,0.41904852632250017,0.03277308479920272,0.04238350281259356,0.03637145013930169,0,NA,300,23.59408575600001,194.3362969243172
Aedes aegypti+DENV,16.9135,0.05111081143570967,12.49717488582889,0.4244763648224999,0.03314517625442553,0.04221701585433636,0.03672519429080943,0,NA,300,23.687131356000002,198.85980652743666
Aedes aegypti+DENV,16.9635,0.05202869338712167,12.57311427055002,0.4298742533225,0.03351814597252933,0.04205310499101541,0.0370798789806336,0,NA,300,23.779456956000008,203.35492644971467
Aedes aegypti+DENV,17.014,0.05295846291828924,12.647200752615657,0.4352957199599999,0.03389572877372084,0.04189012434058611,0.0374390598636628,0,NA,300,23.871974975999997,207.86935846003269
Aedes aegypti+DENV,17.064,0.0538816891342148,12.718085050895416,0.44063340896,0.03427043973390113,0.04173125730517343,0.03779561914195759,0,NA,300,23.962853376000005,212.31655301802678
Aedes aegypti+DENV,17.114,0.05480754485797747,12.786623064697478,0.44594114796000006,0.03464600496593888,0.04157483517294062,0.03815310312208035,0,NA,300,24.05301177600001,216.74388267041905
Aedes aegypti+DENV,17.164,0.05573601053311493,12.852917962845076,0.45121893696000015,0.0350224164548695,0.04142081655796888,0.03851150652070989,0,NA,300,24.14245017600001,221.15366265580036
Aedes aegypti+DENV,17.214,0.05666706655196077,12.917066856633731,0.45646677595999985,0.03539966616328979,0.04126916111633427,0.03887082404345044,1.4744705814430002e-4,NA,300,24.231168576,225.5479938039441
Aedes aegypti+DENV,17.264499999999998,0.05761004243768231,12.979772101431577,0.4617366926024998,0.03578153099487344,0.04111834780381167,0.03923465721974636,6.891426394057473e-4,NA,300,24.320043324,229.9725294112092
Aedes aegypti+DENV,17.3145,0.05854624552462337,13.03987897455282,0.46692433210249984,0.03616044111947808,0.04097132435511036,0.0395957960710904,0.00124071431920683,NA,300,24.407314524,234.34140214369026
Aedes aegypti+DENV,17.3645,0.05948497962409531,13.098099810088636,0.4720820216025,0.03654016513414728,0.04082654862519977,0.03995783304304419,0.00180754010163807,NA,300,24.493865724,238.70005846688588
Aedes aegypti+DENV,17.4145,0.06042622492001731,13.15451146058378,0.4772097611025,0.03692069491007391,0.04068398414724082,0.04032076279626829,0.0023897089540326,NA,300,24.579696924,243.0499303744339
Aedes aegypti+DENV,17.4645,0.06136996154355172,13.20918657063091,0.4823075506025,0.03730202229529487,0.04054359535142516,0.04068457998008022,0.00298730859993729,NA,300,24.664808124,247.39232043673314
Aedes aegypti+DENV,17.515,0.06232564406613549,13.262715733376153,0.48742591725000006,0.03768796424165769,0.04040397575767919,0.04105293066119708,0.00360663532431532,NA,300,24.7500396,251.77174637792552
Aedes aegypti+DENV,17.565,0.0632743279390083,13.31410454627727,0.49246350725,0.03807087006708716,0.04026785597940373,0.04141851534826529,0.00423551112655235,NA,300,24.833703600000003,256.1025729980026
Aedes aegypti+DENV,17.615000000000002,0.06422544301268195,13.36395282433554,0.49747114725000013,0.03845454882316516,0.04013380997530341,0.04178497129135733,0.00488007410961299,NA,300,24.916647600000008,260.4291693074051
Aedes aegypti+DENV,17.665,0.06517896920354024,13.412318964394782,0.5024488372499999,0.03883899226358169,0.04000180552149401,0.04215229309375126,0.00554040685571837,NA,300,24.998871600000005,264.75242467865763
Aedes aegypti+DENV,17.715,0.06613488637358839,13.459258366615003,0.50739657725,0.03922419211812004,0.03987181117016445,0.04252047534710405,0.00621659062661886,NA,300,25.0803756,269.073146593579
Aedes aegypti+DENV,17.7655,0.06710276911369525,13.50527250754354,0.5123633939024999,0.03961400332212637,0.03974252597251689,0.04289320730377539,0.00691570721379973,NA,300,25.161963804000006,273.43524982891086
Aedes aegypti+DENV,17.8155,0.06806343101190726,13.549500579568628,0.5172509344024999,0.04000069845378208,0.03961647982497621,0.04326310265576971,0.00762399194855913,NA,300,25.242020604000007,277.75302466684786
Aedes aegypti+DENV,17.8655,0.06902642294240086,13.592452415537892,0.5221085249025,0.04038812496036873,0.03949235359088729,0.04363384210890253,0.0083483641825732,NA,300,25.321357404000004,282.07026731549
Aedes aegypti+DENV,17.9155,0.06999172454575357,13.63417315907549,0.5269361654025001,0.04077627447424143,0.03937011872407805,0.04400542020765648,0.00908889972871031,NA,300,25.399974204000003,286.3875185544735
Aedes aegypti+DENV,17.9655,0.07095931540646909,13.674705772859722,0.5317338559024999,0.04116513860306214,0.03924974735302651,0.04437783148460492,0.00984567300265746,NA,300,25.477871004,290.70526520985504
Aedes aegypti+DENV,18.016,0.07193888503704692,13.714479361738077,0.5365491225599998,0.04155860817065958,0.03913003609449694,0.0447548070114197,0.0106265704602254,NA,300,25.555815936,295.06713710590594
Aedes aegypti+DENV,18.066000000000003,0.07291101531866827,13.752745625254295,0.5412866135600002,0.04194888318761847,0.03901332867340656,0.04512887638884785,0.01141620095120305,NA,300,25.632265536000013,299.38715441059577
Aedes aegypti+DENV,18.116,0.07388537306508218,13.789941171182964,0.5459941545599999,0.04233984740792917,0.03889840474567608,0.04550376241504974,0.01222228457479313,NA,300,25.707995136,303.7088462695247
Aedes aegypti+DENV,18.166,0.07486193763241451,13.826101426249528,0.55067174556,0.04273149233859753,0.03878523896804515,0.04587945957424877,0.01304488999013628,NA,300,25.783004736000002,308.0325207000709
Aedes aegypti+DENV,18.216,0.0758406883189445,13.86126019920636,0.55531938656,0.04312380946111211,0.03867380658647424,0.04625596233846054,0.0138840843824528,NA,300,25.857294336000002,312.35844889025105
Aedes aegypti+DENV,18.2665,0.07683142438987368,13.895786877999171,0.5599831032225,0.04352072336142226,0.03856299474024861,0.04663704221727206,0.0147485762629326,NA,300,25.931595996000002,316.7301652544716
Aedes aegypti+DENV,18.3165,0.0778145063165059,13.929028854528928,0.5645705447224997,0.04391436571658769,0.03845497390760109,0.04701514747545996,0.015621311700252,NA,300,26.004438396,321.06130773063563
Aedes aegypti+DENV,18.3665,0.07879971169737131,13.961362229913211,0.5691280362225002,0.04430865446716877,0.03834861536469925,0.04739404162513799,0.0165108292924593,NA,300,26.076560796000006,325.39532278960763
Aedes aegypti+DENV,18.4165,0.07978701959510082,13.992815174668843,0.5736555777224999,0.04470358099061387,0.03824389657061226,0.04777371908875293,0.01741719016044428,NA,300,26.147963196000003,329.73235765033286
Aedes aegypti+DENV,18.4665,0.08077640901262503,14.023414638347813,0.5781531692224999,0.04509913663799022,0.03814079550137262,0.04815417427623471,0.01834045387440706,NA,300,26.218645596000002,334.0725335855976
Aedes aegypti+DENV,18.517,0.08177778372553057,14.05348003646665,0.5826653358899998,0.0454992775986073,0.03803828357755733,0.04853921773824323,0.01929016652870328,NA,300,26.28930398400001,338.4593983511922
Aedes aegypti+DENV,18.567,0.08277129323732764,14.082440912698544,0.58710272789,0.04589607151405768,0.03793836953631382,0.04892121918952263,0.0202475788180988,NA,300,26.35853918400001,342.8061580984389
Aedes aegypti+DENV,18.617,0.08376682070359126,14.11062268765192,0.5915101698899999,0.04629346835914089,0.0378400099182238,0.04930398146237783,0.02122206374679765,NA,300,26.427054384000005,347.1562835112751
Aedes aegypti+DENV,18.667,0.08476434488399529,14.138048023665508,0.5958876618900001,0.04669145937733438,0.03774318464536182,0.04968749891590644,0.02221367451275456,NA,300,26.494849584000008,351.50980729285857
Aedes aegypti+DENV,18.717,0.08576384447657132,14.16473864750442,0.6002352038899998,0.04709003578482754,0.03764787409541819,0.05007176589636809,0.02322246268642996,NA,300,26.561924784,355.8667433398361
Aedes aegypti+DENV,18.7675,0.08677532244921747,14.190971628039655,0.6045958205624997,0.04749318318202614,0.03755312842926954,0.05046063058281496,0.02425882551330539,NA,300,26.6289399,360.27070845856855
Aedes aegypti+DENV,18.817500000000003,0.08777872792947024,14.216247656692792,0.6088831630625002,0.04789290953926112,0.03746080490031081,0.05084638695732284,0.02530228962130742,NA,300,26.694567900000006,364.6344747105603
